constellationID,solarSystemID,solarSystemName
20000013,30000093,Ishkad
20000013,30000094,Hahyil
20000014,30000095,Asilem
20000014,30000096,Mahnagh
20000014,30000097,Shach
20000014,30000098,Kehrara
20000014,30000099,Arena
20000014,30000100,Timeor
20000014,30000101,Uhtafal
20000014,30000102,Dysa
20000014,30000103,Serad
20000014,30000104,Mahti
20000014,30000105,Abha
20000015,30000106,Shedoo
20000015,30000107,Gamis
20000015,30000108,Nieril
20000015,30000109,Berta
20000015,30000110,Bekirdod
20000015,30000111,Hothomouh
20000016,30000112,Arnola
20000016,30000113,Astabih
20000016,30000114,Ubtes
20000016,30000115,Bimener
20000016,30000116,Kenobanala
20000016,30000117,Khabi
20000016,30000118,Uanzin
20000017,30000119,Itamo
20000017,30000120,Mitsolen
20000017,30000121,Jatate
20000017,30000122,Mahtista
20000017,30000123,Vaankalen
20000017,30000124,Kylmabe
20000017,30000125,Ahtulaima
20000018,30000126,Geras
20000018,30000127,Sirseshin
20000018,30000128,Tuuriainas
20000018,30000129,Unpas
20000018,30000130,Shihuken
20000018,30000131,Nomaa
20000019,30000132,Ansila
20000019,30000133,Hirtamon
20000019,30000134,Hykkota
20000019,30000135,Outuni
20000019,30000136,Ohmahailen
20000019,30000137,Eskunen
20000019,30000138,Ikuchi
20000020,30000139,Urlen
20000020,30000140,Maurasi
20000020,30000141,Kisogo
20000020,30000142,Jita
20000020,30000143,Niyabainen
20000020,30000144,Perimeter
20000020,30000145,"New Caldari"
20000021,30000146,Saisio
20000021,30000147,Abagawa
20000021,30000148,Jakanerva
20000021,30000149,Gekutami
20000021,30000150,Hurtoken
20000021,30000151,Uoyonen
20000021,30000152,Hampinen
20000022,30000153,Poinen
20000022,30000154,Liekuri
20000022,30000155,Obanen
20000022,30000156,Josameto
20000022,30000157,Otela
20000022,30000158,Olo
20000023,30000159,Ikami
20000023,30000160,Reisen
20000023,30000161,Purjola
20000023,30000162,Maila
20000023,30000163,Akora
20000023,30000164,Messoya
20000024,30000165,Ishisomo
20000024,30000166,Airmia
20000024,30000167,Sakkikainen
20000024,30000168,Friggi
20000024,30000169,Ihakana
20000024,30000170,Vahunomi
20000024,30000171,Otitoh
20000024,30000172,Otomainen
20000025,30000173,Vattuolen
20000025,30000174,Onuse
20000025,30000175,Soshin
20000025,30000176,Keikaken
20000025,30000177,Ukkalen
20000025,30000178,Akkilen
20000025,30000179,Silen
20000026,30000180,Osmon
20000026,30000181,Korsiki
20000026,30000182,Inaya
20000026,30000183,Nuken
20000026,30000184,Uminas
20000026,30000185,Airaken
20000026,30000186,Oijanen
20000026,30000187,Wuos
20000027,30000188,Hentogaira
20000027,30000189,Kiainti
20000027,30000190,Vasala
20000027,30000191,Walvalin
20000027,30000192,Otanuomi
20000027,30000193,Vouskiaho
20000027,30000194,Otsela
20000028,30000195,Tasti
20000028,30000196,Otosela
20000028,30000197,Uemon
20000028,30000198,Paala
20000028,30000199,Fuskunen
20000028,30000200,Akkio
20000029,30000201,Uchoshi
20000029,30000202,Mastakomon
20000029,30000203,Eruka
20000029,30000204,Ohkunen
20000029,30000205,Obe
20000029,30000206,Wirashoda
20000029,30000207,Osaa
20000030,30000208,LZ-6SU
20000030,30000209,MC6O-F
20000030,30000210,U54-1L
20000030,30000211,B-588R
20000030,30000212,NCGR-Q
20000030,30000213,G-LOIT
20000030,30000214,HE-V4V
20000031,30000215,N-HSK0
20000031,30000216,05R-7A
20000031,30000217,7-UH4Z
20000031,30000218,5ZO-NZ
20000031,30000219,FS-RFL
20000031,30000220,Y0-BVN
20000031,30000221,X97D-W
20000032,30000222,0-R5TS
20000032,30000223,H-UCD1
20000032,30000224,7-K5EL
20000032,30000225,H-5GUI
20000032,30000226,FH-TTC
20000032,30000227,FMBR-8
20000033,30000228,3HX-DL
20000033,30000229,UH-9ZG
20000033,30000230,NFM-0V
20000033,30000231,YXIB-I
20000033,30000232,MY-T2P
20000033,30000233,FA-DMO
20000033,30000234,GEKJ-9
20000033,30000235,Q-R3GP
20000033,30000236,N-5QPW
20000033,30000237,XV-8JQ
20000034,30000238,WBR5-R
20000034,30000239,4GYV-Q
20000034,30000240,4-HWWF
20000034,30000241,YMJG-4
20000034,30000242,8TPX-N
20000034,30000243,PM-DWE
20000035,30000244,K8X-6B
20000035,30000245,X445-5
20000035,30000246,KRUN-N
20000035,30000247,9OO-LH
20000035,30000248,V-OJEN
20000035,30000249,EIDI-N
20000035,30000250,P3EN-E
20000035,30000251,49-0LI
20000035,30000252,IPAY-2
20000035,30000253,DAYP-G
20000036,30000254,IFJ-EL
20000036,30000255,47L-J4
20000036,30000256,Q-L07F
20000036,30000257,E-D0VZ
20000036,30000258,6WW-28
20000036,30000259,A8A-JN
20000036,30000260,S-NJBB
20000037,30000261,T-GCGL
20000037,30000262,0MV-4W
20000037,30000263,TVN-FM
20000037,30000264,V-NL3K
20000037,30000265,AZBR-2
20000037,30000266,Z-8Q65
20000037,30000267,0J3L-V
20000038,30000268,H-NOU5
20000038,30000269,KX-2UI
20000038,30000270,MO-FIF
20000038,30000271,97-M96
20000038,30000272,MA-XAP
20000038,30000273,C-J7CR
20000039,30000274,Q-EHMJ
20000039,30000275,XSQ-TF
20000039,30000276,H-1EOH
20000039,30000277,IR-DYY
20000039,30000278,C-DHON
20000039,30000279,F-D49D
20000040,30000280,MQ-O27
20000040,30000281,H-EY0P
20000040,30000282,UNAG-6
20000040,30000283,E-SCTX
20000040,30000284,S6QX-N
20000040,30000285,IT-YAU
20000040,30000286,1VK-6B
20000040,30000287,7-PO3P
20000040,30000288,1W-0KS
20000041,30000289,669-IX
20000041,30000290,0R-F2F
20000041,30000291,R-P7KL
20000041,30000292,2DWM-2
20000041,30000293,XF-PWO
20000041,30000294,1N-FJ8
20000042,30000295,VI2K-J
20000042,30000296,ZLZ-1Z
20000042,30000297,6Y-WRK
20000042,30000298,RVCZ-C
20000042,30000299,5T-KM3
20000042,30000300,LS9B-9
20000043,30000301,1-GBBP
20000043,30000302,C-FP70
20000043,30000303,T-ZWA1
20000043,30000304,ZA0L-U
20000043,30000305,G96R-F
20000043,30000306,Y-ZXIO
20000044,30000307,B-E3KQ
20000044,30000308,Y5J-EU
20000044,30000309,O-LR1H
20000044,30000310,G5ED-Y
20000044,30000311,BR-6XP
20000044,30000312,8-TFDX
20000044,30000313,UL-4ZW
20000045,30000314,A-QRQT
20000045,30000315,WMBZ-U
20000045,30000316,PX5-LR
20000045,30000317,A3-RQ3
20000045,30000318,9-GBPD
20000045,30000319,LS-JEP
20000046,30000320,R-RSZZ
20000046,30000321,MGAM-4
20000046,30000322,VORM-W
20000046,30000323,7G-H7D
20000046,30000324,Q3-BAY
20000046,30000325,JZV-F4
20000047,30000326,WF-1LM
20000047,30000327,D95-FQ
20000047,30000328,ZSPJ-K
20000047,30000329,U1F-86
20000047,30000330,T-P7A6
20000047,30000331,Y-T3JJ
20000047,30000332,F3R-IA
20000047,30000333,74-YTJ
20000048,30000334,8-RS3U
20000048,30000335,OVFN-N
20000048,30000336,1Q-BBM
20000048,30000337,WXNC-N
20000048,30000338,G-EA07
20000048,30000339,X-L6BO
20000049,30000340,D-PHUA
20000049,30000341,3-HXHQ
20000049,30000342,18A-NB
20000049,30000343,3-J5OQ
20000049,30000344,GYF-GD
20000049,30000345,W-6TS9
20000049,30000346,VIG-VR
20000050,30000347,KX-P5C
20000050,30000348,N-FJBK
20000050,30000349,2-4ZT5
20000050,30000350,NVN-6F
20000050,30000351,09-8TH
20000050,30000352,TI0-AX
20000051,30000353,7O-POM
20000051,30000354,L6Q-SX
20000051,30000355,BFJ-TB
20000051,30000356,ZZ7-L6
20000051,30000357,L-CHVW
20000051,30000358,X0LN-U
20000051,30000359,RQAE-M
20000052,30000360,7CO-SA
20000052,30000361,4G-E5A
20000052,30000362,A-VWK9
20000052,30000363,JQHP-4
20000052,30000364,6Q5K-5
20000052,30000365,P-MVFP
20000053,30000366,J-Z1UW
20000053,30000367,W477-P
20000053,30000368,NQ1-BL
20000053,30000369,K7A-G8
20000053,30000370,HP-PMX
20000053,30000371,6BN-K9
20000053,30000372,WLE-PY
20000053,30000373,EH-HXW
20000053,30000374,OS-RR3
20000053,30000375,V4-GZL
20000054,30000376,4C-Z91
20000054,30000377,RU-97T
20000054,30000378,1S-1V7
20000054,30000379,PE1-R1
20000054,30000380,Polaris
20000054,30000381,JB-007
20000055,30000382,USJ2-M
20000055,30000383,7M-RAL
20000055,30000384,LPBU-U
20000055,30000385,RF-342
20000055,30000386,J2V-XY
20000055,30000387,Z-JBTR
20000055,30000388,S-QNXH
20000056,30000389,S94-X8
20000056,30000390,J-YQEC
20000056,30000391,8MX-OR
20000056,30000392,97YC-C
20000056,30000393,V-AMD5
20000056,30000394,U-JC8X
20000057,30000395,1HH3-E
20000057,30000396,DUIU-Q
20000057,30000397,LQH0-H
20000057,30000398,FRW3-2
20000057,30000399,9MX-1C
20000057,30000400,IED-4U
20000057,30000401,N-9EOQ
20000058,30000402,6F3-TK
20000058,30000403,2E0P-2
20000058,30000404,U-ITH5
20000058,30000405,N-4G5L
20000058,30000406,RB-2EA
20000058,30000407,ZK5-42
20000059,30000408,YRZ-E4
20000059,30000409,A3-PAT
20000059,30000410,H55-2R
20000059,30000411,P6-DBM
20000059,30000412,9XI-0X
20000059,30000413,Q8T-MC
20000060,30000414,Z-YOJ9
20000060,30000415,4T4B-L
20000060,30000416,F-JB3H
20000060,30000417,XBO7-F
20000060,30000418,FI-449
20000060,30000419,UA7-U4
20000061,30000420,VM-QFU
20000061,30000421,PU-1Z8
20000061,30000422,IEZW-V
20000061,30000423,B-DXO9
20000061,30000424,1TS-WN
20000061,30000425,16-31U
20000061,30000426,H472-N
20000062,30000427,U8MM-3
20000062,30000428,3C-26I
20000062,30000429,9K-VDI
20000062,30000430,L-SDU7
20000062,30000431,4-IPWK
20000062,30000432,Q-KCK3
20000063,30000433,WU-FHQ
20000063,30000434,V-4DBR
20000063,30000435,B-5UFY
20000063,30000436,SK42-F
20000063,30000437,EU9-J3
20000063,30000438,PQRE-W
20000063,30000439,OEG-K9
20000064,30000440,0-W778
20000064,30000441,DG-8VJ
20000064,30000442,5J4K-9
20000064,30000443,MD-0AW
20000064,30000444,H-FGJO
20000064,30000445,1KAW-T
20000065,30000446,C5-SUU
20000065,30000447,XSUD-1
20000065,30000448,3-LJW3
20000065,30000449,ZLO3-V
20000065,30000450,P7MI-T
20000065,30000451,JFV-ID
20000065,30000452,3-3EZB
20000065,30000453,52CW-6
20000066,30000454,9-OUGJ
20000066,30000455,4NDT-W
20000066,30000456,GR-X26
20000066,30000457,6OU9-U
20000066,30000458,9N-0HF
20000066,30000459,U-OVFR
20000067,30000460,G3D-ZT
20000067,30000461,D-0UI0
20000067,30000462,L8-WNE
20000067,30000463,1-GBVE
20000067,30000464,GC-LTF
20000067,30000465,NB-ALM
20000068,30000466,LT-XI4
20000068,30000467,L-QQ6P
20000068,30000468,5OJ-G2
20000068,30000469,9-02G0
20000068,30000470,XA5-TY
20000068,30000471,M-XUZZ
20000069,30000472,OFVH-Y
20000069,30000473,2-X0PF
20000069,30000474,1-PGSG
20000069,30000475,QLPX-J
20000069,30000476,A-C5TC
20000069,30000477,RZ-PIY
20000069,30000478,FR46-E
20000070,30000479,SLVP-D
20000070,30000480,0-G8NO
20000070,30000481,QRFJ-Q
20000070,30000482,HZFJ-M
20000070,30000483,77S8-E
20000070,30000484,FMH-OV
20000071,30000485,TYB-69
20000071,30000486,EDQG-L
20000071,30000487,7-P1JO
20000071,30000488,T-0JWP
20000071,30000489,J-L9MA
20000071,30000490,DX-TAR
20000071,30000491,A-7XFN
20000071,30000492,O3-4MN
20000071,30000493,U-MFTL
20000072,30000494,8FN-GP
20000072,30000495,FIDY-8
20000072,30000496,X40H-9
20000072,30000497,F2W-C6
20000072,30000498,KZ9T-C
20000072,30000499,XW2H-V
20000073,30000500,F9O-U9
20000073,30000501,S-51XG
20000073,30000502,E-1XVP
20000073,30000503,E-ACV6
20000073,30000504,BOZ1-O
20000073,30000505,QIMO-2
20000073,30000506,Z-2Y2Y
20000073,30000507,Q0J-RH
20000074,30000508,SAI-T9
20000074,30000509,IAS-I5
20000074,30000510,K7S-FF
20000074,30000511,RT-9WL
20000074,30000512,O5Q7-U
20000074,30000513,62O-UE
20000075,30000514,U0W-DR
20000075,30000515,SY-UWN
20000075,30000516,DX-DFJ
20000075,30000517,X-31TE
20000075,30000518,DVWV-3
20000075,30000519,KE-0FB
20000075,30000520,I-9GI1
20000076,30000521,W6P-7U
20000076,30000522,0IF-26
20000076,30000523,H-93YV
20000076,30000524,E51-JE
20000076,30000525,7-A6XV
20000076,30000526,QXE-1N
20000076,30000527,U69-YC
20000076,30000528,L-L7PE
20000077,30000529,MKIG-5
20000077,30000530,YHEN-G
20000077,30000531,E-JCUS
20000077,30000532,W-QN5X
20000077,30000533,LP1M-Q
20000077,30000534,30-YOU
20000077,30000535,384-IN
20000077,30000536,4F89-U
20000077,30000537,G063-U
20000077,30000538,J7-BDX
20000078,30000539,MLQ-O9
20000078,30000540,L-FM3P
20000078,30000541,X-ARMF
20000078,30000542,8-OZU1
20000078,30000543,0TYR-T
20000078,30000544,GM-50Y
20000078,30000545,G9L-LP
20000079,30000546,MWA-5Q
20000079,30000547,H-HHTH
20000079,30000548,JQU-KY
20000079,30000549,UY5A-D
20000079,30000550,C-62I5
20000079,30000551,ZH-GKG
20000080,30000552,GPLB-C
20000080,30000553,GGE-5Q
20000080,30000554,5E-CMA
20000080,30000555,U104-3
20000080,30000556,M3-KAQ
20000080,30000557,6-L4YC
20000081,30000558,UM-SCG
20000081,30000559,F-3FOY
20000081,30000560,OAIG-0
20000081,30000561,UZ-QXW
20000081,30000562,5DE-QS
20000081,30000563,R0-DMM
20000081,30000564,5Q65-4
20000082,30000565,SR-4EK
20000082,30000566,0RI-OV
20000082,30000567,C-LTXS
20000082,30000568,C0O6-K
20000082,30000569,HD-AJ7
20000082,30000570,G9NE-B
20000082,30000571,SJJ-4F
20000083,30000572,F-QQ5N
20000083,30000573,1-7B6D
20000083,30000574,H6-EYX
20000083,30000575,U-HVIX
20000083,30000576,4-EFLU
20000083,30000577,EIH-IU
20000084,30000578,F-EM4Q
20000084,30000579,1L-OEK
20000084,30000580,MN-Q26
20000084,30000581,5H-SM2
20000084,30000582,4-OS2A
20000084,30000583,YI-GV6
20000084,30000584,SO-X5L
20000084,30000585,XQS-GZ
20000084,30000586,Q-GQHN
20000085,30000587,A-4JOO
20000085,30000588,TP7-KE
20000085,30000589,R4N-LD
20000085,30000590,3Q-VZA
20000085,30000591,M-MBRT
20000085,30000592,HPBE-D
20000086,30000593,GRHS-B
20000086,30000594,J-RXYN
20000086,30000595,DUO-51
20000086,30000596,07-SLO
20000086,30000597,Z-A8FS
20000086,30000598,GPD5-0
20000087,30000599,LKZ-CY
20000087,30000600,F5M-CC
20000087,30000601,TZE-UB
20000087,30000602,WRL4-2
20000087,30000603,V7G-RL
20000087,30000604,XEN7-0
20000088,30000605,L-Z9KJ
20000088,30000606,7K-NSE
20000088,30000607,OR-7N5
20000088,30000608,JEQG-7
20000088,30000609,5NQI-E
20000088,30000610,B-WQDP
20000089,30000611,2-2EWC
20000089,30000612,E1W-TB
20000089,30000613,D-6H64
20000089,30000614,8-BIE3
20000089,30000615,LMM7-L
20000089,30000616,995-3G
20000090,30000617,W2T-TR
20000090,30000618,Q-UEN6
20000090,30000619,BLMX-B
20000090,30000620,M-CNUD
20000090,30000621,YE1-9S
20000090,30000622,IVP-KA
20000090,30000623,04EI-U
20000091,30000624,B-T6BT
20000091,30000625,VK-A5G
20000091,30000626,I6-SYN
20000091,30000627,O-5TN1
20000091,30000628,8-SPNN
20000091,30000629,U-QMOA
20000092,30000630,4S0-NP
20000092,30000631,K-RMI5
20000092,30000632,C-6YHJ
20000092,30000633,M53-1V
20000092,30000634,E5T-CS
20000092,30000635,W4C8-Q
20000092,30000636,I-2705
20000093,30000637,5F-MG1
20000093,30000638,P7-45V
20000093,30000639,M-MCP8
20000093,30000640,JZ-B5Y
20000093,30000641,TPG-DD
20000093,30000642,NIF-JE
20000094,30000643,BTLH-I
20000094,30000644,U93O-A
20000094,30000645,0LY-W1
20000094,30000646,4YO-QK
20000094,30000647,LJ-RJK
20000094,30000648,8-VC6H
20000095,30000649,LQ-01M
20000095,30000650,NG-M8K
20000095,30000651,RV5-TT
20000095,30000652,8OYE-Z
20000095,30000653,K85Y-6
20000095,30000654,PKN-NJ
20000096,30000655,EIN-QG
20000096,30000656,ARG-3R
20000096,30000657,S-E6ES
20000096,30000658,R-3FBU
20000096,30000659,K7-LDX
20000096,30000660,U-IVGH
20000096,30000661,P-N5N9
20000096,30000662,JMH-PT
20000096,30000663,DE-A7P
20000096,30000664,X9V-15
20000096,30000665,K212-A
20000097,30000666,F-5FDA
20000097,30000667,S1-XTL
20000097,30000668,9PX2-F
20000097,30000669,N3-JBX
20000097,30000670,SG-75T
20000097,30000671,GN-PDU
20000098,30000672,AZ3F-N
20000098,30000673,RNM-Y6
20000098,30000674,V-KDY2
20000098,30000675,FYD-TO
20000098,30000676,ER2O-Y
20000098,30000677,J2-PZ6
20000099,30000678,XV-MWG
20000099,30000679,OAQY-M
20000099,30000680,1V-LI2
20000099,30000681,M9-MLR
20000099,30000682,Q-K2T7
20000099,30000683,LBC-AW
20000099,30000684,2-KPW6
20000100,30000685,H5N-V7
20000100,30000686,HQ-Q1Q
20000100,30000687,WHI-61
20000100,30000688,ZFJH-T
20000100,30000689,I-1B7X
20000100,30000690,G15Z-W
20000101,30000691,AH8-Q7
20000101,30000692,SD4A-2
20000101,30000693,U6K-RG
20000101,30000694,V-S9YY
20000101,30000695,F2-NXA
20000101,30000696,NSBE-L
20000102,30000697,8Q-T7B
20000102,30000698,WV0D-1
20000102,30000699,ZNF-OK
20000102,30000700,C8-7AS
20000102,30000701,4E-EZS
20000102,30000702,A-80UA
20000103,30000703,U2-28D
20000103,30000704,LQ-OAI
20000103,30000705,5-MQQ7
20000103,30000706,6-EQYE
20000103,30000707,03-OR2
20000103,30000708,JLO-Z3
20000104,30000709,IAK-JW
20000104,30000710,KZFV-4
20000104,30000711,WO-GC0
20000104,30000712,RYC-19
20000104,30000713,X2-ZA5
20000104,30000714,28Y9-P
20000105,30000715,Q4C-S5
20000105,30000716,B-1UJC
20000105,30000717,Q-NA5H
20000105,30000718,4-CM8I
20000105,30000719,ZDB-HT
20000105,30000720,1QZ-Y9
20000106,30000721,HJ-BCH
20000106,30000722,QPTT-F
20000106,30000723,9M-M0P
20000106,30000724,9BC-EB
20000106,30000725,WFFE-4
20000106,30000726,71-UTX
20000106,30000727,PU-UMM
20000106,30000728,6-KPAB
20000106,30000729,Y5-E1U
20000107,30000730,4-43BW
20000107,30000731,8CN-CH
20000107,30000732,V-F6DQ
20000107,30000733,3S-6VU
20000107,30000734,1-7HVI
20000107,30000735,OX-S7P
20000108,30000736,KDG-TA
20000108,30000737,KD-KPR
20000108,30000738,PT-21C
20000108,30000739,Z182-R
20000108,30000740,EKPB-3
20000108,30000741,5M2-KP
20000108,30000742,TK-DLH
20000109,30000743,C8H5-X
20000109,30000744,O-7LAI
20000109,30000745,7L3-JS
20000109,30000746,WF4C-8
20000109,30000747,TZN-2V
20000109,30000748,8EF-58
20000109,30000749,4DS-OI
20000110,30000750,XQP-9C
20000110,30000751,W-6GBI
20000110,30000752,XKH-6O
20000110,30000753,S0U-MO
20000110,30000754,F39H-1
20000110,30000755,V-QXXK
20000111,30000756,2-Q4YG
20000111,30000757,2JT-3Q
20000111,30000758,I3CR-F
20000111,30000759,7-JT09
20000111,30000760,AGCP-I
20000111,30000761,M4-GJ6
20000111,30000762,5-2PQU
20000111,30000763,SN9-3Z
20000112,30000764,6BJH-3
20000112,30000765,U-UTU9
20000112,30000766,1TG7-W
20000112,30000767,QYD-WK
20000112,30000768,R959-U
20000112,30000769,A-TJ0G
20000113,30000770,88A-RA
20000113,30000771,8G-2FP
20000113,30000772,C-J6MT
20000113,30000773,78-0R6
20000113,30000774,MSG-BZ
20000113,30000775,8-WYQZ
20000113,30000776,4M-QXK
20000114,30000777,X5-0EM
20000114,30000778,G-EURJ
20000114,30000779,SHBF-V
20000114,30000780,RERZ-L
20000114,30000781,0UBC-R
20000114,30000782,3U-48K
20000115,30000783,EFM-C4
20000115,30000784,YPW-M4
20000115,30000785,Q7-FZ8
20000115,30000786,L5-UWT
20000115,30000787,74-VZA
20000115,30000788,I-1QKL
20000116,30000789,GK5Z-T
20000116,30000790,RQN-OO
20000116,30000791,67Y-NR
20000116,30000792,GDHN-K
20000116,30000793,QTME-D
20000116,30000794,A24L-V
20000116,30000795,4CJ-AC
20000117,30000796,EUU-4N
20000117,30000797,Q-3HS5
20000117,30000798,3AE-CP
20000117,30000799,0-VG7A
20000117,30000800,9OLQ-6
20000117,30000801,MOCW-2
20000118,30000802,ZO-4AR
20000118,30000803,MJ-LGH
20000118,30000804,F2A-GX
20000118,30000805,RD-FWY
20000118,30000806,VBPT-T
20000118,30000807,KS-1TS
20000119,30000808,X0-6LH
20000119,30000809,FN0-QS
20000119,30000810,F3-8X2
20000119,30000811,N7-BIY
20000119,30000812,TTP-2B
20000119,30000813,LVL-GZ
20000120,30000814,EJ48-O
20000120,30000815,ROJ-B0
20000120,30000816,DFH-V5
20000120,30000817,B-II34
20000120,30000818,4LB-EL
20000120,30000819,UDE-FX
20000120,30000820,5IH-GL
20000120,30000821,C1G-XC
20000120,30000822,04-EHC
20000120,30000823,3-0FYP
20000121,30000824,N-O53U
20000121,30000825,HZ-O18
20000121,30000826,D-P1EH
20000121,30000827,74L2-U
20000121,30000828,HL-VZX
20000121,30000829,38NZ-1
20000121,30000830,W-MF6J
20000122,30000831,O-9G5Y
20000122,30000832,27-HP0
20000122,30000833,X1-IZ0
20000122,30000834,RZ-TI6
20000122,30000835,FX4L-2
20000122,30000836,1ZF-PJ
20000122,30000837,HFC-AQ
20000123,30000838,0-6VZ5
20000123,30000839,GB-6X5
20000123,30000840,7EX-14
20000123,30000841,N7-KGJ
20000123,30000842,VD-8QY
20000123,30000843,J-ZYSZ
20000123,30000844,5C-RPA
20000123,30000845,CR2-PQ
20000124,30000846,E-OGL4
20000124,30000847,J-GAMP
20000124,30000848,M-OEE8
20000124,30000849,V0DF-2
20000124,30000850,FY0W-N
20000124,30000851,MJI3-8
20000125,30000852,A-DDGY
20000125,30000853,F-RT6Q
20000125,30000854,B-S42H
20000125,30000855,NL6V-7
20000125,30000856,F-749O
20000125,30000857,0-YMBJ
20000125,30000858,UMI-KK
20000125,30000859,GKP-YT
20000125,30000860,AW1-2I
20000126,30000861,15W-GC
20000126,30000862,N-FK87
20000126,30000863,C2X-M5
20000126,30000864,MSHD-4
20000126,30000865,H-W9TY
20000126,30000866,PNDN-V
20000127,30000867,D7-ZAC
20000127,30000868,SH1-6P
20000127,30000869,TRKN-L
20000127,30000870,O-0ERG
20000127,30000871,WH-JCA
20000127,30000872,Q-CAB2
20000128,30000873,PBD-0G
20000128,30000874,L-1HKR
20000128,30000875,9GI-FB
20000128,30000876,3G-LHB
20000128,30000877,DBT-GB
20000128,30000878,U-W3WS
20000129,30000879,DL1C-E
20000129,30000880,YLS8-J
20000129,30000881,2ISU-Y
20000129,30000882,X-CFN6
20000129,30000883,9SL-K9
20000129,30000884,Y-PZHM
20000129,30000885,OY-UZ1
20000130,30000886,S8-NSQ
20000130,30000887,GIH-ZG
20000130,30000888,V7-FB4
20000130,30000889,XD-TOV
20000130,30000890,K-6SNI
20000130,30000891,L-VXTK
20000130,30000892,C8VC-S
20000130,30000893,W-UQA5
20000131,30000894,W6VP-Y
20000131,30000895,IMK-K1
20000131,30000896,NJ4X-S
20000131,30000897,F-G7BO
20000131,30000898,2CG-5V
20000131,30000899,QFF-O6
20000132,30000900,NIH-02
20000132,30000901,JPL-RA
20000132,30000902,NK-7XO
20000132,30000903,E02-IK
20000132,30000904,N-DQ0D
20000132,30000905,M-MD3B
20000133,30000906,FVXK-D
20000133,30000907,6EG7-R
20000133,30000908,56D-TC
20000133,30000909,2X7Z-L
20000133,30000910,8DL-CP
20000133,30000911,UMDQ-6
20000134,30000912,504Z-V
20000134,30000913,F8K-WQ
20000134,30000914,AB-FZE
20000134,30000915,N-6Z8B
20000134,30000916,YUY-LM
20000134,30000917,NE-3GR
20000135,30000918,Y4-GQV
20000135,30000919,7-IDWY
20000135,30000920,AZF-GH
20000135,30000921,UT-UZB
20000135,30000922,M-EKDF
20000135,30000923,CRXA-Y
20000135,30000924,VXO-OM
20000135,30000925,BY5-V8
20000135,30000926,TET3-B
20000136,30000927,VKU-BG
20000136,30000928,WPR-EI
20000136,30000929,0NV-YU
20000136,30000930,V-2GYS
20000136,30000931,168-6H
20000136,30000932,W-RFUO
20000136,30000933,AI-EVH
20000136,30000934,F-MKH3
20000136,30000935,ZM-DNR
20000137,30000936,GF-3FL
20000137,30000937,ZJ-GOU
20000137,30000938,QQ3-YI
20000137,30000939,9-34L5
20000137,30000940,0R-GZQ
20000137,30000941,QM-20X
20000138,30000942,8YC-AN
20000138,30000943,7Q-8Z2
20000138,30000944,SUR-F7
20000138,30000945,OK-6XN
20000138,30000946,Q2FL-T
